City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country,Date
230,Barra Patuca,15.8,-84.2833,77.88,moderate rain,85,64,7.92,HN,2022-11-14 05:20:25
231,Sioux Lookout,50.1001,-91.917,19.47,overcast clouds,79,100,3.44,CA,2022-11-14 05:20:26
232,Isangel,-19.55,169.2667,79.95,few clouds,78,19,9.01,VU,2022-11-14 05:20:26
233,Sisophon,13.5859,102.9737,88.18,overcast clouds,60,95,9.78,KH,2022-11-14 05:20:27
234,Akyab,20.15,92.9,82.0,clear sky,51,0,4.32,MM,2022-11-14 05:20:27
235,Saint-Pierre,-21.3393,55.4781,78.91,few clouds,88,20,19.57,RE,2022-11-14 05:20:28
236,Coaticook,45.1334,-71.7991,29.97,overcast clouds,84,97,11.63,CA,2022-11-14 05:20:29
237,Paamiut,61.994,-49.6678,31.66,overcast clouds,87,100,23.71,GL,2022-11-14 05:20:29
238,Caravelas,-17.7125,-39.2481,75.24,overcast clouds,89,100,8.28,BR,2022-11-14 05:20:30
239,Yelizovo,53.1873,158.3805,21.34,broken clouds,67,75,7.0,RU,2022-11-14 05:20:30
240,Mount Isa,-20.7333,139.5,92.97,scattered clouds,43,40,12.66,AU,2022-11-14 05:20:31
241,Kavieng,-2.5744,150.7967,84.81,light rain,70,100,13.71,PG,2022-11-14 05:20:32
242,Muros,42.7762,-9.0603,50.14,overcast clouds,95,97,3.11,ES,2022-11-14 05:20:32
243,Viedma,-40.8135,-62.9967,55.47,overcast clouds,80,100,7.61,AR,2022-11-14 05:20:33
244,Whakatane,-37.9585,176.9854,71.78,broken clouds,62,73,6.42,NZ,2022-11-14 05:20:33
245,Nador,35.174,-2.9287,62.85,few clouds,88,20,8.05,MA,2022-11-14 05:20:34
246,Puerto Escondido,15.85,-97.0667,79.63,few clouds,65,20,3.44,MX,2022-11-14 05:20:34
247,Karratha,-20.7377,116.8463,86.7,clear sky,38,0,15.82,AU,2022-11-14 05:20:35
248,Kruisfontein,-34.0033,24.7314,57.88,clear sky,59,0,3.53,ZA,2022-11-14 05:20:36
249,Saint George,37.1041,-113.5841,41.25,clear sky,58,0,10.36,US,2022-11-14 05:20:36
250,Lavrentiya,65.5833,-171.0,13.53,clear sky,71,1,4.76,RU,2022-11-14 05:20:37
251,Lamar,33.6668,-95.5836,41.36,clear sky,69,0,8.05,US,2022-11-14 05:20:37
252,Basoko,1.2391,23.616,70.48,broken clouds,89,62,0.58,CD,2022-11-14 05:20:38
253,Souillac,-20.5167,57.5167,70.18,light rain,94,75,2.3,MU,2022-11-14 05:20:39
254,Henties Bay,-22.116,14.2845,58.28,clear sky,93,10,4.36,NA,2022-11-14 05:20:39
255,Kasongo-Lunda,-6.4667,16.8167,68.4,overcast clouds,87,91,1.41,CD,2022-11-14 05:20:39
256,Yishui,35.7847,118.6281,53.8,overcast clouds,30,96,5.61,CN,2022-11-14 05:20:40
257,Te Anau,-45.4167,167.7167,68.86,scattered clouds,47,44,8.39,NZ,2022-11-14 05:20:41
258,Emba,48.8264,58.1442,36.81,overcast clouds,96,100,23.35,KZ,2022-11-14 05:20:41
259,Harper,4.375,-7.7169,76.69,moderate rain,89,75,6.17,LR,2022-11-14 05:20:42
260,Fort Stewart,31.8722,-81.61,48.74,clear sky,62,0,4.61,US,2022-11-14 05:20:42
261,Bereda,43.2686,-7.5406,49.41,overcast clouds,100,99,2.13,ES,2022-11-14 05:20:43
262,Hermanus,-34.4187,19.2345,62.8,broken clouds,81,75,10.96,ZA,2022-11-14 05:20:43
263,Lebu,-37.6167,-73.65,52.68,overcast clouds,89,95,8.48,CL,2022-11-14 05:20:43
264,Alzamay,55.5562,98.6644,36.86,overcast clouds,76,100,12.93,RU,2022-11-14 05:20:44
265,San Cristobal,7.7669,-72.225,66.38,overcast clouds,99,100,0.36,VE,2022-11-14 05:20:44
266,Tiarei,-17.5333,-149.3333,75.22,overcast clouds,79,100,5.97,PF,2022-11-14 05:20:45
267,Quang Ngai,15.1167,108.8,85.35,overcast clouds,67,100,6.53,VN,2022-11-14 05:18:02
268,Chitrakonda,18.1167,82.0833,77.04,clear sky,55,0,3.85,IN,2022-11-14 05:20:45
269,Georgetown,5.4112,100.3354,85.95,scattered clouds,82,40,8.05,MY,2022-11-14 05:20:46
270,Bethel,41.3712,-73.414,39.76,clear sky,65,0,8.05,US,2022-11-14 05:20:46
271,Flinders,-34.5833,150.8552,78.19,few clouds,48,11,11.99,AU,2022-11-14 05:21:47
272,Songjianghe,42.1859,127.479,38.82,scattered clouds,39,33,9.84,CN,2022-11-14 05:21:47
273,Japura,-0.3167,102.35,86.32,overcast clouds,64,100,4.65,ID,2022-11-14 05:21:48
274,Egvekinot,66.3167,-179.1667,-3.71,broken clouds,90,69,1.99,RU,2022-11-14 05:21:48
275,Alice Springs,-23.7,133.8833,81.95,clear sky,24,0,11.5,AU,2022-11-14 05:21:49
276,Carauari,-4.8828,-66.8958,75.4,broken clouds,84,64,2.3,BR,2022-11-14 05:21:49
277,Tezu,27.9167,96.1667,78.82,clear sky,34,0,3.47,IN,2022-11-14 05:21:50
278,Guinticgan,11.5641,123.1236,84.7,scattered clouds,74,29,13.44,PH,2022-11-14 05:21:51
279,Deputatskiy,69.3,139.9,-23.26,overcast clouds,92,100,5.08,RU,2022-11-14 05:21:51
280,Ormara,25.2088,64.6357,81.1,clear sky,38,0,6.17,PK,2022-11-14 05:21:52
281,Shaowu,27.3409,117.4831,74.98,overcast clouds,59,85,2.89,CN,2022-11-14 05:21:52
282,Tazmalt,36.3868,4.3989,58.75,clear sky,61,8,4.34,DZ,2022-11-14 05:21:53
283,Itoman,26.1247,127.6694,77.77,broken clouds,67,75,18.41,JP,2022-11-14 05:21:53
284,Sinnamary,5.3833,-52.95,77.79,overcast clouds,88,96,9.55,GF,2022-11-14 05:21:53
285,Barra Do Garcas,-15.89,-52.2567,74.61,broken clouds,66,53,2.84,BR,2022-11-14 05:21:54
286,Korla,41.7597,86.1469,42.17,clear sky,40,0,5.44,CN,2022-11-14 05:21:54
287,Lagoa,39.05,-27.9833,65.07,overcast clouds,89,94,30.85,PT,2022-11-14 05:21:55
288,Westport,41.1415,-73.3579,42.75,clear sky,68,0,5.75,US,2022-11-14 05:21:55
289,Mezen,65.8522,44.24,25.63,scattered clouds,73,38,5.57,RU,2022-11-14 05:21:56
290,Chara,56.9064,118.2631,16.07,overcast clouds,75,100,1.43,RU,2022-11-14 05:20:30
291,Dongsheng,39.8161,109.9776,41.49,clear sky,25,0,19.53,CN,2022-11-14 05:21:56
292,Nishihara,26.1842,127.7558,77.05,broken clouds,69,75,18.41,JP,2022-11-14 05:21:57
293,Nebolchi,59.1239,33.3454,29.5,clear sky,87,8,2.93,RU,2022-11-14 05:21:57
294,Godfrey,38.9556,-90.1868,30.74,clear sky,83,0,3.44,US,2022-11-14 05:21:58
295,Trofors,65.5333,13.4063,35.47,overcast clouds,75,100,1.86,NO,2022-11-14 05:21:59
296,Tahe,52.3333,124.7333,24.93,broken clouds,69,83,1.14,CN,2022-11-14 05:21:59
297,Nueva Gerona,21.8833,-82.8,78.71,clear sky,75,0,11.95,CU,2022-11-14 05:22:00
298,Quelimane,-17.8786,36.8883,82.35,scattered clouds,83,40,8.05,MZ,2022-11-14 05:22:00
299,Jinchang,38.4953,102.1739,44.38,clear sky,23,0,4.07,CN,2022-11-14 05:22:00
300,Gamba,-2.65,10.0,74.55,light rain,90,95,6.26,GA,2022-11-14 05:22:01
301,Grindavik,63.8424,-22.4338,46.35,clear sky,93,0,6.91,IS,2022-11-14 05:22:02
302,Sistranda,63.7256,8.834,44.56,overcast clouds,71,100,6.64,NO,2022-11-14 05:22:02
303,Ondangwa,-17.9167,15.95,60.8,scattered clouds,33,35,0.0,NA,2022-11-14 05:22:03
304,Cayenne,4.9333,-52.3333,75.24,broken clouds,100,75,0.0,GF,2022-11-14 05:22:04
305,Nome,64.5011,-165.4064,17.67,clear sky,67,0,0.0,US,2022-11-14 05:22:04
306,Dubti,11.7361,41.0853,78.98,clear sky,46,0,6.93,ET,2022-11-14 05:22:05
307,Poya,-21.35,165.15,78.69,scattered clouds,70,29,9.44,NC,2022-11-14 05:22:05
308,Antofagasta,-23.65,-70.4,60.08,clear sky,68,6,7.83,CL,2022-11-14 05:22:06
309,Tilichiki,60.4667,166.1,20.89,light snow,95,100,5.57,RU,2022-11-14 05:22:06
310,Mersing,2.4312,103.8405,87.71,few clouds,70,20,6.91,MY,2022-11-14 05:22:08
311,Donskoye,45.4552,41.9741,46.53,overcast clouds,84,99,15.05,RU,2022-11-14 05:22:08
312,Kimbe,-5.5502,150.1429,80.94,moderate rain,87,100,4.94,PG,2022-11-14 05:22:09
313,Kiunga,-6.1219,141.2906,83.62,overcast clouds,92,94,2.66,PG,2022-11-14 05:22:09
314,Yuzhou,34.1628,113.4639,60.06,broken clouds,34,61,4.34,CN,2022-11-14 05:22:10
315,Leibnitz,46.7816,15.5384,46.29,clear sky,92,6,1.52,AT,2022-11-14 05:23:10
316,Walvis Bay,-22.9575,14.5053,58.15,overcast clouds,88,100,9.22,NA,2022-11-14 05:23:11
317,Husavik,66.0449,-17.3389,47.19,overcast clouds,86,100,17.2,IS,2022-11-14 05:23:11
318,Bridlington,54.0831,-0.1919,53.02,broken clouds,95,83,5.01,GB,2022-11-14 05:23:12
319,Mahebourg,-20.4081,57.7,77.25,light rain,94,75,2.3,MU,2022-11-14 05:23:13
320,Ugoofaaru,5.6667,73.0,81.5,broken clouds,73,71,5.88,MV,2022-11-14 05:23:13
321,Bontang,0.1333,117.5,84.51,overcast clouds,69,97,6.46,ID,2022-11-14 05:23:14
322,Parapotamos,39.5492,20.3228,63.05,broken clouds,79,82,5.3,GR,2022-11-14 05:23:15
323,Matara,5.9485,80.5353,83.39,overcast clouds,69,92,2.33,LK,2022-11-14 05:23:16
324,Lorengau,-2.0226,147.2712,82.98,moderate rain,75,100,5.12,PG,2022-11-14 05:23:17
325,Verkhoyansk,67.5447,133.385,-11.54,overcast clouds,99,100,0.72,RU,2022-11-14 05:23:17
326,Yangambi,0.8102,24.4336,70.03,broken clouds,90,81,1.32,CD,2022-11-14 05:23:18
327,Tourlaville,49.6383,-1.5664,51.22,clear sky,100,0,11.5,FR,2022-11-14 05:23:18
328,Bani Walid,31.7566,13.9942,59.43,clear sky,56,2,3.91,LY,2022-11-14 05:23:19
329,Naliya,23.2667,68.8333,83.03,clear sky,41,0,2.64,IN,2022-11-14 05:23:20
330,Estevan,49.1334,-102.9842,12.54,overcast clouds,85,100,4.34,CA,2022-11-14 05:23:21
331,Bloemfontein,-29.1211,26.214,54.88,clear sky,82,0,5.75,ZA,2022-11-14 05:23:22
332,Galle,6.0367,80.217,82.74,overcast clouds,68,99,2.35,LK,2022-11-14 05:23:22
333,Fostoria,41.157,-83.4169,35.02,scattered clouds,87,29,5.59,US,2022-11-14 05:23:23
334,Sao Felix Do Xingu,-6.6447,-51.995,73.38,few clouds,82,15,1.61,BR,2022-11-14 05:23:24
335,Mar Del Plata,-38.0023,-57.5575,65.08,moderate rain,98,100,4.61,AR,2022-11-14 05:23:24
336,Mayumba,-3.432,10.6554,75.56,overcast clouds,83,94,4.27,GA,2022-11-14 05:23:25
337,Axim,4.8699,-2.2405,76.17,scattered clouds,90,35,2.89,GH,2022-11-14 05:23:25
338,Bathsheba,13.2167,-59.5167,81.21,few clouds,83,20,19.57,BB,2022-11-14 05:23:26
339,Paita,-5.0892,-81.1144,61.27,broken clouds,89,56,12.01,PE,2022-11-14 05:23:26
340,Longfeng,46.55,125.1167,33.57,overcast clouds,43,100,7.99,CN,2022-11-14 05:23:27
341,Saint Anthony,45.0205,-93.218,24.42,clear sky,71,0,3.44,US,2022-11-14 05:23:27
342,Sol-Iletsk,51.1631,54.9918,36.23,overcast clouds,96,100,16.08,RU,2022-11-14 05:23:28
343,Kitimat,54.0524,-128.6534,32.38,overcast clouds,97,100,3.29,CA,2022-11-14 05:23:28
344,Mae Hong Son,19.3003,97.9685,84.34,few clouds,58,20,3.44,TH,2022-11-14 05:20:38
345,Hambantota,6.1241,81.1185,82.74,light rain,89,75,5.75,LK,2022-11-14 05:23:29
346,Luena,-11.7833,19.9167,63.66,light rain,94,94,2.75,AO,2022-11-14 05:23:30
347,Amapa,1.0,-52.0,70.54,overcast clouds,99,100,1.39,BR,2022-11-14 05:23:30
348,Alofi,-19.0595,-169.9187,76.89,broken clouds,73,75,11.5,NU,2022-11-14 05:23:31
349,Omboue,-1.5746,9.2618,74.91,overcast clouds,92,100,7.85,GA,2022-11-14 05:23:31
350,Kieta,-6.2167,155.6333,84.27,overcast clouds,70,91,4.61,PG,2022-11-14 05:23:32
351,Addanki,15.8167,79.9833,81.1,broken clouds,72,74,8.9,IN,2022-11-14 05:23:32
352,Mount Pleasant,32.7941,-79.8626,48.18,clear sky,69,0,14.97,US,2022-11-14 05:19:22
353,Port Hardy,50.6996,-127.4199,41.18,overcast clouds,93,100,4.61,CA,2022-11-14 05:23:33
354,Sun Prairie,43.1836,-89.2137,24.73,broken clouds,81,75,0.0,US,2022-11-14 05:23:33
355,Broome,42.2506,-75.833,34.86,overcast clouds,88,100,8.05,US,2022-11-14 05:23:34
356,Roald,62.5833,6.1333,53.17,clear sky,81,0,6.91,NO,2022-11-14 05:23:34
357,Rocha,-34.4833,-54.3333,64.87,overcast clouds,99,100,4.7,UY,2022-11-14 05:23:35
358,Havre,49.5833,0.3333,50.4,broken clouds,100,75,4.61,FR,2022-11-14 05:23:35
359,Zakamensk,50.3741,103.2863,29.03,broken clouds,58,76,4.43,RU,2022-11-14 05:23:36
360,Bud,39.447,-86.1758,28.42,few clouds,81,14,1.97,US,2022-11-14 05:23:29
361,Kargasok,59.0556,80.8572,21.67,light snow,95,100,10.92,RU,2022-11-14 05:23:37
362,Esna,25.2934,32.554,64.42,clear sky,46,0,7.54,EG,2022-11-14 05:23:37
363,Dasoguz,41.8363,59.9666,51.75,overcast clouds,76,100,20.71,TM,2022-11-14 05:24:38
364,Alizai,33.5383,70.3462,49.77,overcast clouds,85,100,3.56,PK,2022-11-14 05:24:38
365,Tucuma,-0.1833,-50.05,77.18,overcast clouds,87,87,7.38,BR,2022-11-14 05:24:39
366,Mantua,45.1667,10.7833,51.04,overcast clouds,89,100,1.01,IT,2022-11-14 05:24:40
367,Launceston,-41.45,147.1667,65.8,light intensity shower rain,89,75,5.75,AU,2022-11-14 05:24:40
368,Newton,42.337,-71.2092,41.11,clear sky,67,0,11.5,US,2022-11-14 05:23:12
369,Mananjary,-21.2167,48.3333,78.78,light rain,67,26,0.72,MG,2022-11-14 05:24:41
370,Zabaykalsk,49.6333,117.3167,24.51,clear sky,63,4,7.47,RU,2022-11-14 05:24:41
371,Zhezkazgan,47.8043,67.7144,37.38,overcast clouds,93,100,17.9,KZ,2022-11-14 05:24:42
372,Batticaloa,7.7102,81.6924,80.28,overcast clouds,79,100,3.47,LK,2022-11-14 05:24:42
373,Aban,56.67,96.06,33.57,overcast clouds,88,100,13.82,RU,2022-11-14 05:24:42
374,Ostrovnoy,68.0531,39.5131,27.34,overcast clouds,93,93,9.89,RU,2022-11-14 05:24:43
375,San Juan,-31.5375,-68.5364,63.55,clear sky,36,0,7.29,AR,2022-11-14 05:24:43
376,Pamekasan,-7.1568,113.4746,87.33,light rain,64,95,3.69,ID,2022-11-14 05:24:44
377,Kikwit,-5.041,18.8162,69.71,light rain,98,100,1.99,CD,2022-11-14 05:24:44
378,Sao Joao Da Barra,-21.6403,-41.0511,73.89,broken clouds,92,84,16.2,BR,2022-11-14 05:24:45
379,Talnakh,69.4865,88.3972,-23.85,scattered clouds,82,29,3.44,RU,2022-11-14 05:24:45
380,Manikpur,25.0667,81.1167,76.62,clear sky,33,0,2.71,IN,2022-11-14 05:24:45
381,Laredo,27.5064,-99.5075,57.49,overcast clouds,82,100,10.36,US,2022-11-14 05:22:04
382,Miles City,46.4083,-105.8406,27.57,overcast clouds,86,100,4.61,US,2022-11-14 05:24:46
383,Kouango,4.9934,19.9619,69.46,scattered clouds,69,31,1.74,CF,2022-11-14 05:24:47
384,Baghdad,33.3406,44.4009,55.31,clear sky,71,0,4.61,IQ,2022-11-14 05:24:47
385,Puerto Parra,6.6515,-74.0573,71.67,broken clouds,98,75,1.07,CO,2022-11-14 05:24:47
386,Fort Saint James,54.4333,-124.25,17.46,overcast clouds,99,100,2.42,CA,2022-11-14 05:24:48
387,Jhargram,22.45,86.9833,79.03,clear sky,34,1,10.04,IN,2022-11-14 05:24:48
388,Sorong,-0.8833,131.25,83.32,light rain,77,100,6.42,ID,2022-11-14 05:24:49
389,Bakel,14.905,-12.4568,81.48,broken clouds,19,73,5.1,SN,2022-11-14 05:24:49
390,Bejar,40.3864,-5.7634,51.58,overcast clouds,93,96,6.08,ES,2022-11-14 05:24:50
391,Quixeramobim,-5.1992,-39.2928,76.59,few clouds,82,13,5.79,BR,2022-11-14 05:24:51
392,Aleksandrov Gay,50.147,48.5704,37.02,overcast clouds,74,87,23.87,RU,2022-11-14 05:24:51
393,Ouadda,8.0777,22.4007,66.49,clear sky,40,10,4.07,CF,2022-11-14 05:24:52
394,Havre-Saint-Pierre,50.2334,-63.5986,30.2,overcast clouds,68,100,14.97,CA,2022-11-14 05:24:52
395,Moquegua,-17.1956,-70.9353,60.12,clear sky,61,1,0.54,PE,2022-11-14 05:24:53
396,Gualeguay,-33.1416,-59.3097,61.05,overcast clouds,96,98,12.3,AR,2022-11-14 05:24:53
397,Mustasaari,63.1142,21.6822,33.75,broken clouds,100,75,4.61,FI,2022-11-14 05:24:54
398,Mbuji-Mayi,-6.15,23.6,69.98,overcast clouds,93,99,1.1,CD,2022-11-14 05:24:54
399,San Patricio,28.017,-97.5169,69.66,overcast clouds,73,100,10.36,US,2022-11-14 05:24:55
400,Mus,39.0,41.75,23.04,clear sky,47,0,2.24,TR,2022-11-14 05:24:34
401,Santa Isabel Do Rio Negro,-0.4139,-65.0192,76.73,moderate rain,87,94,2.57,BR,2022-11-14 05:24:56
402,Les Escoumins,48.1111,-69.0236,29.55,snow,99,100,9.33,CA,2022-11-14 05:21:18
403,Kashi,39.4547,75.9797,43.81,clear sky,36,0,2.24,CN,2022-11-14 05:24:56
404,Ribas Do Rio Pardo,-20.4431,-53.7592,74.79,light rain,64,33,5.53,BR,2022-11-14 05:24:57
405,Fort Nelson,58.8053,-122.7002,24.39,scattered clouds,93,40,0.0,CA,2022-11-14 05:24:58
406,Iacu,-12.7672,-40.2117,72.5,overcast clouds,85,88,3.51,BR,2022-11-14 05:24:58
407,Shenzhen,22.5455,114.0683,81.86,clear sky,65,6,7.52,CN,2022-11-14 05:22:14
408,Okhotsk,59.3833,143.3,10.45,broken clouds,75,84,9.73,RU,2022-11-14 05:25:59
409,Benghazi,32.1167,20.0667,65.48,scattered clouds,56,47,4.43,LY,2022-11-14 05:26:00
410,Mpongwe,-13.5091,28.155,65.16,light rain,94,82,1.25,ZM,2022-11-14 05:26:00
411,Kachug,53.9606,105.8817,29.12,overcast clouds,63,100,2.8,RU,2022-11-14 05:26:01
412,Muzaffarabad,34.37,73.4711,51.58,overcast clouds,91,100,3.18,PK,2022-11-14 05:26:02
413,Ambovombe,-25.1667,46.0833,79.02,clear sky,61,2,9.64,MG,2022-11-14 05:26:02
414,Inverness,57.4791,-4.224,53.51,overcast clouds,87,100,1.14,GB,2022-11-14 05:26:03
415,Columbus,39.9612,-82.9988,36.12,overcast clouds,87,100,4.61,US,2022-11-14 05:23:34
416,Port Lincoln,-34.7333,135.8667,60.76,overcast clouds,54,92,15.12,AU,2022-11-14 05:26:05
417,Qaqortoq,60.7167,-46.0333,31.37,overcast clouds,67,100,10.18,GL,2022-11-14 05:26:05
418,Jinxiang,27.4327,120.6062,63.84,overcast clouds,82,100,7.63,CN,2022-11-14 05:26:06
419,Dubovka,49.0583,44.829,41.95,broken clouds,68,72,22.57,RU,2022-11-14 05:26:06
420,Denpasar,-8.65,115.2167,87.46,broken clouds,74,75,11.5,ID,2022-11-14 05:26:07
421,Laguna,38.421,-121.4238,49.32,clear sky,75,0,4.61,US,2022-11-14 05:26:07
422,Gisors,49.2818,1.7801,45.68,few clouds,73,12,2.89,FR,2022-11-14 05:26:08
423,Gigmoto,13.7796,124.39,84.06,broken clouds,79,71,10.56,PH,2022-11-14 05:26:09
424,Qarayeri,40.7886,46.3066,54.48,few clouds,47,20,6.91,AZ,2022-11-14 05:26:09
425,Morro Bay,35.3658,-120.8499,53.15,clear sky,44,2,5.21,US,2022-11-14 05:24:26
426,Bestobe,52.4994,73.0975,36.01,overcast clouds,77,94,25.1,KZ,2022-11-14 05:26:10
427,Skegness,53.1436,0.3363,50.02,scattered clouds,84,46,8.1,GB,2022-11-14 05:26:11
428,Misratah,32.3754,15.0925,66.11,few clouds,66,14,9.46,LY,2022-11-14 05:26:11
429,Yerbogachen,61.2767,108.0108,-9.51,overcast clouds,86,95,8.32,RU,2022-11-14 05:26:12
430,Champasak,14.75,106.0,94.46,overcast clouds,41,89,0.38,LA,2022-11-14 05:26:13
431,Kapuskasing,49.4169,-82.4331,23.09,overcast clouds,86,100,14.97,CA,2022-11-14 05:26:11
432,Dawson Creek,55.7666,-120.2362,19.35,scattered clouds,95,43,4.12,CA,2022-11-14 05:26:13
433,Grand-Santi,4.25,-54.3833,71.37,broken clouds,100,70,2.15,GF,2022-11-14 05:26:14
434,Yangjiang,21.85,111.9667,80.19,scattered clouds,68,30,12.15,CN,2022-11-14 05:26:15
435,Abhar,36.1468,49.218,46.15,clear sky,41,0,4.85,IR,2022-11-14 05:26:15
436,Hobyo,5.3505,48.5268,82.76,clear sky,62,10,15.03,SO,2022-11-14 05:26:16
437,Kilembe,0.2,30.0,63.66,overcast clouds,79,100,0.36,UG,2022-11-14 05:26:16
438,Nieuwpoort,51.1244,2.7735,38.01,mist,100,2,4.61,BE,2022-11-14 05:26:17
439,Manaure,11.7751,-72.4445,78.35,overcast clouds,86,100,4.0,CO,2022-11-14 05:26:18
440,Ullapool,57.8987,-5.1604,49.5,broken clouds,88,82,7.43,GB,2022-11-14 05:26:18
441,Lima,-12.0432,-77.0282,62.91,overcast clouds,85,100,4.61,PE,2022-11-14 05:26:19
442,Ambon,-3.6954,128.1814,89.74,scattered clouds,66,40,9.22,ID,2022-11-14 05:26:19
443,Nanchong,30.7951,106.0847,55.49,overcast clouds,68,100,4.12,CN,2022-11-14 05:26:20
444,Simplicio Mendes,-7.8539,-41.9103,81.5,overcast clouds,48,92,2.33,BR,2022-11-14 05:26:20
445,Kirksville,40.1948,-92.5833,27.05,clear sky,79,0,6.91,US,2022-11-14 05:22:01
446,Ballina,-28.8667,153.5667,88.02,broken clouds,57,58,15.32,AU,2022-11-14 05:22:09
447,Funadhoo,6.15,73.2667,81.39,overcast clouds,74,100,6.24,MV,2022-11-14 05:26:22
448,Port Macquarie,-31.4333,152.9167,89.89,scattered clouds,35,49,8.41,AU,2022-11-14 05:26:22
449,Knoxville,35.9606,-83.9207,33.75,scattered clouds,82,40,6.91,US,2022-11-14 05:23:27
450,Muqui,-20.956,-41.3531,69.55,broken clouds,93,83,2.39,BR,2022-11-14 05:26:23
451,Shingu,33.7333,135.9833,65.01,clear sky,47,0,2.84,JP,2022-11-14 05:21:32
452,Agadez,19.75,10.25,58.66,scattered clouds,28,29,8.88,NE,2022-11-14 05:27:24
453,Kotido,2.9806,34.1331,72.61,overcast clouds,62,97,12.03,UG,2022-11-14 05:27:24
454,Los Llanos De Aridane,28.6585,-17.9182,73.13,clear sky,37,0,8.05,ES,2022-11-14 05:27:25
455,Zhangye,38.9342,100.4517,47.7,clear sky,18,0,3.69,CN,2022-11-14 05:27:25
456,Kargopol,61.5071,38.9456,30.94,broken clouds,78,70,9.31,RU,2022-11-14 05:27:26
457,West Bay,19.3667,-81.4167,81.0,clear sky,83,2,1.99,KY,2022-11-14 05:25:51
458,Liberal,37.0431,-100.921,35.74,scattered clouds,51,40,11.5,US,2022-11-14 05:27:27
459,Sterling,39.0062,-77.4286,41.29,broken clouds,59,75,11.5,US,2022-11-14 05:26:51
460,Mama,58.3106,112.8986,19.81,light snow,95,100,5.23,RU,2022-11-14 05:27:28
