City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country,Date
461,Iracoubo,5.4802,-53.2011,78.1,overcast clouds,87,94,9.82,GF,2022-11-14 05:27:28
462,Tautira,-17.7333,-149.15,76.1,overcast clouds,81,100,6.6,PF,2022-11-14 05:27:29
463,Ceres,37.5949,-120.9577,49.05,clear sky,81,0,0.0,US,2022-11-14 05:27:25
464,Athabasca,54.7169,-113.2854,28.81,clear sky,86,8,9.26,CA,2022-11-14 05:27:30
465,Marsh Harbour,26.5412,-77.0636,78.13,clear sky,73,3,10.07,BS,2022-11-14 05:27:30
466,Avera,33.194,-82.5271,41.05,clear sky,51,0,8.72,US,2022-11-14 05:27:31
467,Cao Bang,22.6667,106.25,83.41,broken clouds,59,83,4.61,VN,2022-11-14 05:27:31
468,Chalchihuites,23.4833,-103.8833,48.83,clear sky,46,5,8.93,MX,2022-11-14 05:27:32
469,Dandong,40.1292,124.3947,45.25,clear sky,35,2,3.33,CN,2022-11-14 05:27:33
470,El Tigre,8.8875,-64.2454,74.89,overcast clouds,88,100,9.53,VE,2022-11-14 05:27:33
471,Varhaug,58.6147,5.6457,42.35,overcast clouds,81,100,20.98,NO,2022-11-14 05:27:34
472,Blythe,33.6103,-114.5964,54.05,clear sky,32,0,6.91,US,2022-11-14 05:27:34
473,Jalu,29.0331,21.5482,57.13,few clouds,51,24,2.55,LY,2022-11-14 05:27:35
474,Mbandaka,0.0487,18.2603,70.48,broken clouds,96,80,2.42,CD,2022-11-14 05:27:36
475,Saldanha,-33.0117,17.9442,59.05,overcast clouds,75,100,6.44,ZA,2022-11-14 05:26:58
476,Laya,17.4726,121.4678,87.46,scattered clouds,62,37,1.66,PH,2022-11-14 05:27:37
477,Vagur,61.4732,-6.8119,49.73,overcast clouds,94,100,20.94,FO,2022-11-14 05:27:38
478,Tres Passos,-27.4556,-53.9319,64.27,overcast clouds,99,99,3.96,BR,2022-11-14 05:27:38
479,Barzas,55.7167,86.3167,30.2,overcast clouds,85,100,11.05,RU,2022-11-14 05:27:39
480,Seddon,-37.8068,144.8916,62.15,light intensity shower rain,84,100,19.57,AU,2022-11-14 05:27:39
481,Glendive,47.1053,-104.7125,20.82,overcast clouds,93,100,3.44,US,2022-11-14 05:23:20
482,Nettuno,41.4826,12.679,58.78,heavy intensity rain,75,100,11.61,IT,2022-11-14 05:27:40
483,Nyagan,62.1406,65.3936,8.13,overcast clouds,94,100,7.99,RU,2022-11-14 05:27:40
484,Menongue,-14.6585,17.691,68.13,scattered clouds,52,47,2.71,AO,2022-11-14 05:27:41
485,Port Augusta,-32.5,137.7667,69.17,few clouds,39,21,19.84,AU,2022-11-14 05:27:41
486,Petropavlovsk-Kamchatskiy,53.0452,158.6483,19.99,light snow,63,75,6.71,RU,2022-11-14 05:27:42
487,Xuddur,4.1213,43.8894,75.2,few clouds,77,12,13.6,SO,2022-11-14 05:27:43
488,Turukhansk,65.8167,87.9833,-8.57,clear sky,74,4,9.82,RU,2022-11-14 05:27:43
489,Mwingi,-0.9344,38.0601,68.94,light rain,83,88,2.59,KE,2022-11-14 05:27:44
490,Beian,63.6559,9.5683,51.01,clear sky,87,0,14.97,NO,2022-11-14 05:27:45
491,North Bend,43.4065,-124.2243,40.86,clear sky,95,0,0.0,US,2022-11-14 05:27:45
492,Flin Flon,54.7682,-101.865,5.9,few clouds,98,20,4.16,CA,2022-11-14 05:27:46
493,Acapulco,16.8634,-99.8901,78.62,clear sky,83,0,4.61,MX,2022-11-14 05:26:00
494,Chapais,49.7834,-74.8492,20.98,overcast clouds,98,93,3.49,CA,2022-11-14 05:27:46
495,Victor Harbor,-35.5667,138.6167,63.0,overcast clouds,66,90,1.01,AU,2022-11-14 05:27:47
496,Aswan,24.0934,32.907,67.3,clear sky,42,0,5.75,EG,2022-11-14 05:24:38
497,Marathon,44.9,-89.7668,24.04,scattered clouds,84,40,0.0,US,2022-11-14 05:27:48
498,Bima,-8.4667,118.7167,88.16,overcast clouds,68,97,2.04,ID,2022-11-14 05:27:49
499,Karangsembung,-6.8487,108.6422,85.96,broken clouds,69,71,5.73,ID,2022-11-14 05:27:50
500,Yaring,6.8662,101.3689,85.23,overcast clouds,70,100,5.26,TH,2022-11-14 05:27:51
501,Gornyy,55.1153,83.9059,28.8,overcast clouds,83,100,17.05,RU,2022-11-14 05:27:51
502,Nouadhibou,20.931,-17.0347,66.18,clear sky,94,3,12.66,MR,2022-11-14 05:28:51
503,Ewa Beach,21.3156,-158.0072,77.99,clear sky,66,0,11.99,US,2022-11-14 05:28:52
504,Borogontsy,62.6683,131.1683,-11.4,overcast clouds,97,100,2.77,RU,2022-11-14 05:28:52
505,El Bagre,7.5927,-74.8086,72.61,overcast clouds,99,99,0.87,CO,2022-11-14 05:28:53
506,Hokitika,-42.7167,170.9667,62.38,clear sky,72,3,4.94,NZ,2022-11-14 05:28:53
507,Shinuhayr,39.4367,46.3179,42.53,clear sky,45,0,6.85,AM,2022-11-14 05:28:54
508,Catacamas,14.8,-85.9,81.01,few clouds,88,20,0.0,HN,2022-11-14 05:28:54
509,Longido,-2.7333,36.6833,68.56,overcast clouds,72,99,6.31,TZ,2022-11-14 05:28:55
510,Asau,46.4333,26.4,42.28,clear sky,80,10,1.66,RO,2022-11-14 05:28:55
511,Rawlins,41.7911,-107.2387,16.36,few clouds,79,20,9.22,US,2022-11-14 05:28:56
512,Siderno,38.2779,16.302,62.33,broken clouds,87,56,0.6,IT,2022-11-14 05:28:56
513,Hamilton,39.1834,-84.5333,36.45,overcast clouds,74,100,4.61,US,2022-11-14 05:24:28
514,Ust-Nera,64.5667,143.2,-8.84,overcast clouds,98,100,3.22,RU,2022-11-14 05:28:57
515,Tura,25.5198,90.2201,76.53,clear sky,56,0,0.76,IN,2022-11-14 05:28:57
516,Leningradskiy,69.3833,178.4167,-0.36,broken clouds,91,72,9.55,RU,2022-11-14 05:28:58
517,Monrovia,6.3005,-10.7969,75.94,moderate rain,88,100,5.64,LR,2022-11-14 05:28:58
518,Champerico,14.3,-91.9167,78.37,light rain,82,58,3.15,GT,2022-11-14 05:28:59
519,Nampula,-15.1165,39.2666,76.95,clear sky,65,0,14.97,MZ,2022-11-14 05:28:59
520,Subottsi,48.6554,32.5209,38.46,scattered clouds,93,37,6.96,UA,2022-11-14 05:29:00
521,Abnub,27.2696,31.1511,61.02,clear sky,80,0,5.91,EG,2022-11-14 05:29:00
522,Ust-Kuyga,70.0167,135.6,-27.58,overcast clouds,99,100,3.91,RU,2022-11-14 05:29:01
523,East Stroudsburg,40.9995,-75.1813,39.34,clear sky,77,8,1.01,US,2022-11-14 05:29:01
524,La Rochelle,46.1667,-1.15,53.67,clear sky,87,0,11.5,FR,2022-11-14 05:24:51
525,Straumen,63.8709,11.2999,41.0,overcast clouds,87,100,1.21,NO,2022-11-14 05:29:02
526,Suhut,38.5311,30.5458,19.58,clear sky,58,0,3.96,TR,2022-11-14 05:29:02
527,Faanui,-16.4833,-151.75,75.72,overcast clouds,77,100,5.75,PF,2022-11-14 05:29:03
528,San Ramon,37.7799,-121.978,51.1,clear sky,73,0,4.61,US,2022-11-14 05:28:13
529,Chekhov,55.1431,37.4711,32.09,few clouds,74,23,12.21,RU,2022-11-14 05:27:13
530,Pandan,14.0453,124.1694,83.03,overcast clouds,84,94,12.24,PH,2022-11-14 05:29:04
531,Havoysund,70.9963,24.6622,35.83,light rain,97,100,11.59,NO,2022-11-14 05:29:05
532,Mount Gambier,-37.8333,140.7667,53.51,light intensity shower rain,87,75,23.02,AU,2022-11-14 05:29:06
533,Florianopolis,-27.6146,-48.5012,70.83,broken clouds,95,75,11.5,BR,2022-11-14 05:24:17
534,Bagdarin,54.4333,113.6,20.5,broken clouds,56,78,2.04,RU,2022-11-14 05:29:07
535,Oranjemund,-28.55,16.4333,61.63,clear sky,73,0,5.21,NA,2022-11-14 05:29:08
536,Korhogo,9.45,-5.6333,70.59,broken clouds,88,75,1.97,CI,2022-11-14 05:29:09
537,Lazaro Cardenas,17.9583,-102.2,76.28,few clouds,90,14,4.32,MX,2022-11-14 05:27:21
538,Kyshtovka,56.555,76.6271,30.0,light snow,97,100,13.24,RU,2022-11-14 05:29:10
539,Hirado,33.3597,129.5531,65.39,broken clouds,58,73,14.32,JP,2022-11-14 05:29:11
540,Winslow,35.0242,-110.6974,35.78,overcast clouds,75,100,5.75,US,2022-11-14 05:29:11
541,Navoi,40.0844,65.3792,44.08,overcast clouds,70,92,25.32,UZ,2022-11-14 05:29:12
542,Pundaguitan,6.3711,126.1689,83.52,overcast clouds,75,99,9.51,PH,2022-11-14 05:29:12
543,Paragould,36.0584,-90.4973,33.58,scattered clouds,82,43,5.95,US,2022-11-14 05:29:13
544,Whitianga,-36.8333,175.7,66.72,few clouds,71,20,2.51,NZ,2022-11-14 05:28:24
545,Abapo,-18.8333,-63.4667,66.99,broken clouds,91,67,3.24,BO,2022-11-14 05:29:14
546,Martinsburg,39.4562,-77.9639,39.6,overcast clouds,54,100,9.22,US,2022-11-14 05:29:14
547,Cortez,37.3489,-108.5859,34.56,overcast clouds,55,100,0.0,US,2022-11-14 05:29:15
548,Jacmel,18.2342,-72.5347,76.84,scattered clouds,84,50,3.8,HT,2022-11-14 05:30:16
549,Banyumas,-7.5142,109.2942,84.87,overcast clouds,75,95,5.1,ID,2022-11-14 05:30:17
550,Shizunai,42.3339,142.3669,45.01,clear sky,53,1,15.35,JP,2022-11-14 05:30:18
551,Gore,-46.1028,168.9436,66.38,scattered clouds,63,29,6.15,NZ,2022-11-14 05:30:19
552,Terrenate,19.4833,-97.9167,50.36,few clouds,86,21,3.49,MX,2022-11-14 05:30:19
553,Vavozh,56.7751,51.931,25.81,light snow,86,100,19.17,RU,2022-11-14 05:30:20
554,Talitsa,56.8804,60.0213,27.14,light snow,92,100,13.22,RU,2022-11-14 05:30:21
555,Port Blair,11.6667,92.75,84.24,broken clouds,74,75,9.22,IN,2022-11-14 05:30:21
556,Aykhal,66.0,111.5,-21.6,overcast clouds,99,95,5.1,RU,2022-11-14 05:25:50
557,Amarante Do Maranhao,-5.5667,-46.7422,72.79,few clouds,88,24,3.87,BR,2022-11-14 05:30:22
558,Pangkalanbuun,-2.6833,111.6167,85.96,light rain,72,100,2.48,ID,2022-11-14 05:30:23
559,Ola,59.5833,151.2833,3.15,overcast clouds,90,95,8.99,RU,2022-11-14 05:30:24
560,Port Hedland,-20.3167,118.5667,87.85,clear sky,48,0,14.97,AU,2022-11-14 05:30:25
561,Pospelikha,51.95,81.7667,35.94,overcast clouds,72,100,23.94,RU,2022-11-14 05:30:25
562,Hilton Head Island,32.2163,-80.7526,52.99,clear sky,70,0,17.27,US,2022-11-14 05:30:22
563,Araouane,18.9048,-3.5265,74.59,broken clouds,20,64,8.79,ML,2022-11-14 05:30:27
564,Jais,26.25,81.5333,78.1,clear sky,29,2,3.94,IN,2022-11-14 05:30:27
565,Trzebiatow,54.0615,15.2648,45.05,overcast clouds,80,100,11.1,PL,2022-11-14 05:30:28
566,Chimbote,-9.0853,-78.5783,62.29,scattered clouds,86,41,5.12,PE,2022-11-14 05:30:29
567,Gazojak,41.1875,61.4036,52.45,overcast clouds,62,100,23.94,TM,2022-11-14 05:30:29
568,Kamaishi,39.2667,141.8833,52.66,broken clouds,50,62,7.43,JP,2022-11-14 05:30:30
569,Sarandi,-23.4436,-51.8739,64.71,broken clouds,97,75,2.62,BR,2022-11-14 05:30:31
570,Jackson,42.4165,-122.8345,38.05,clear sky,81,0,0.0,US,2022-11-14 05:30:32
571,Valley City,46.9233,-98.0032,19.92,light snow,100,0,6.91,US,2022-11-14 05:26:13
572,Vaitape,-16.5167,-151.75,75.42,light rain,80,100,7.02,PF,2022-11-14 05:30:33
573,Novaya Igirma,57.1334,103.9112,33.12,light snow,94,100,9.51,RU,2022-11-14 05:30:33
574,Opuwo,-18.0607,13.84,72.14,clear sky,21,1,0.45,NA,2022-11-14 05:30:34
575,Vigrestad,58.5667,5.7,42.48,overcast clouds,79,100,22.53,NO,2022-11-14 05:30:35
576,Kochevo,59.5994,54.3125,20.32,light snow,89,100,12.17,RU,2022-11-14 05:30:36
577,Beringovskiy,63.05,179.3167,18.91,overcast clouds,81,100,8.68,RU,2022-11-14 05:30:36
578,Puerto Ayacucho,5.6639,-67.6236,75.61,scattered clouds,91,48,3.22,VE,2022-11-14 05:30:37
579,Saryagash,41.4511,69.1701,48.16,overcast clouds,39,99,10.47,KZ,2022-11-14 05:30:38
580,Apartado,7.883,-76.6259,72.48,overcast clouds,98,93,3.96,CO,2022-11-14 05:30:38
581,Pochutla,15.7432,-96.4661,74.82,clear sky,87,9,3.78,MX,2022-11-14 05:30:39
582,Vondrozo,-22.8167,47.2833,70.45,light rain,85,98,5.39,MG,2022-11-14 05:30:40
583,Mazagao,-0.115,-51.2894,80.65,overcast clouds,95,100,3.42,BR,2022-11-14 05:30:40
584,Riyadh,24.6877,46.7219,71.74,clear sky,49,0,10.92,SA,2022-11-14 05:28:56
585,Pierre,44.3683,-100.351,20.32,overcast clouds,93,100,17.27,US,2022-11-14 05:30:42
586,Luderitz,-26.6481,15.1594,68.61,clear sky,50,0,9.24,NA,2022-11-14 05:30:42
587,Vila Do Maio,15.1333,-23.2167,74.19,overcast clouds,78,88,16.04,CV,2022-11-14 05:30:43
588,Langxiang,46.95,128.8833,30.58,overcast clouds,30,100,2.01,CN,2022-11-14 05:30:43
589,Sept-Iles,50.2001,-66.3821,28.4,snow,94,100,8.05,CA,2022-11-14 05:30:44
590,Yamada,39.4667,141.95,52.03,broken clouds,49,69,9.89,JP,2022-11-14 05:30:44
591,Bandarbeyla,9.4942,50.8122,79.74,scattered clouds,67,41,15.37,SO,2022-11-14 05:29:25
592,Isilkul,54.9109,71.2728,32.72,light snow,99,100,15.37,RU,2022-11-14 05:30:45
593,Abong Mbang,3.9833,13.1833,68.9,few clouds,85,13,1.68,CM,2022-11-14 05:31:46
594,Melilla,35.2937,-2.9383,62.98,few clouds,88,20,8.05,ES,2022-11-14 05:31:47
595,Sibiti,-3.6819,13.3499,68.68,light rain,96,100,2.48,CG,2022-11-14 05:31:47
596,Kyra,49.5776,111.9753,29.64,clear sky,36,2,3.62,RU,2022-11-14 05:31:48
597,Concepcion Del Oro,24.6333,-101.4167,56.84,clear sky,36,0,2.93,MX,2022-11-14 05:31:48
598,Teguldet,57.3064,88.1667,32.85,light snow,98,100,8.08,RU,2022-11-14 05:31:49
599,Kloulklubed,7.0419,134.2556,84.7,broken clouds,77,73,10.8,PW,2022-11-14 05:31:49
600,Ferme-Neuve,46.7001,-75.4493,26.38,scattered clouds,58,39,8.68,CA,2022-11-14 05:31:50
601,Kathmandu,27.7167,85.3167,64.62,few clouds,63,20,2.3,NP,2022-11-14 05:31:51
602,Canon City,38.441,-105.2424,37.56,overcast clouds,65,100,5.75,US,2022-11-14 05:31:51
603,Svetlaya,46.5389,138.3297,34.38,few clouds,62,23,3.44,RU,2022-11-14 05:31:52
604,Kununurra,-15.7667,128.7333,102.18,overcast clouds,32,100,8.05,AU,2022-11-14 05:31:53
605,Rizhao,35.4275,119.4553,54.45,broken clouds,32,73,4.23,CN,2022-11-14 05:31:54
606,Karwar,14.8,74.1333,87.33,clear sky,55,2,1.63,IN,2022-11-14 05:31:55
607,Fremont,37.5483,-121.9886,52.66,clear sky,76,0,4.61,US,2022-11-14 05:28:54
608,Bonthe,7.5264,-12.505,73.4,moderate rain,95,98,1.16,SL,2022-11-14 05:31:55
609,Moose Factory,51.2585,-80.6094,26.6,overcast clouds,86,100,10.36,CA,2022-11-14 05:31:56
610,Catia La Mar,10.6038,-67.0303,81.99,scattered clouds,84,40,2.3,VE,2022-11-14 05:31:57
611,Waingapu,-9.6567,120.2641,85.86,overcast clouds,71,92,9.1,ID,2022-11-14 05:31:57
612,Nueva Helvecia,-34.3,-57.2333,64.6,overcast clouds,96,100,7.63,UY,2022-11-14 05:31:58
613,La Libertad,-2.2333,-80.9,67.78,overcast clouds,83,98,8.77,EC,2022-11-14 05:27:02
614,Morgan City,29.6994,-91.2068,42.01,clear sky,81,0,5.75,US,2022-11-14 05:31:59
615,Begoro,6.3871,-0.3774,68.81,scattered clouds,93,28,0.54,GH,2022-11-14 05:31:59
616,Kandrian,-6.2167,149.55,78.69,moderate rain,89,100,10.31,PG,2022-11-14 05:32:00
617,Tiznit,29.5833,-9.5,65.8,broken clouds,28,68,6.11,MA,2022-11-14 05:32:02
618,Maragogi,-9.0122,-35.2225,75.06,broken clouds,89,75,2.46,BR,2022-11-14 05:32:03
619,Martaban,16.5314,97.6111,89.6,broken clouds,53,52,4.72,MM,2022-11-14 05:32:03
620,Port Moresby,-9.4431,147.1797,85.42,haze,74,40,13.8,PG,2022-11-14 05:28:11
621,Gorin,51.1983,136.6669,25.12,overcast clouds,68,94,4.52,RU,2022-11-14 05:32:04
622,Kirakira,-10.4544,161.9205,82.58,overcast clouds,72,91,3.62,SB,2022-11-14 05:32:04
623,Rincon,32.296,-81.2354,49.84,clear sky,76,0,8.05,US,2022-11-14 05:29:10
624,Bisceglie,41.242,16.5044,58.19,overcast clouds,86,100,1.99,IT,2022-11-14 05:32:05
625,San Policarpo,12.1791,125.5072,83.28,light rain,82,36,10.42,PH,2022-11-14 05:32:06
626,Eirunepe,-6.6603,-69.8736,75.0,broken clouds,85,63,2.37,BR,2022-11-14 05:32:07
627,Smithers,54.7804,-127.1743,25.12,overcast clouds,86,100,3.44,CA,2022-11-14 05:32:07
628,Matagami,49.7502,-77.6328,21.31,light snow,93,100,6.91,CA,2022-11-14 05:32:08
629,Anadyr,64.75,177.4833,18.1,clear sky,79,0,8.95,RU,2022-11-14 05:32:08
630,Uruzgan,32.8333,66.0,48.7,clear sky,61,7,2.24,AF,2022-11-14 05:32:09
631,Lingdong,46.5669,131.1453,32.23,overcast clouds,25,100,3.76,CN,2022-11-14 05:32:10
632,Porto Novo,6.4965,2.6036,78.62,broken clouds,89,66,2.04,BJ,2022-11-14 05:32:10
633,Onojo,33.5357,130.4786,66.06,few clouds,45,20,6.91,JP,2022-11-14 05:28:53
634,Carndonagh,55.25,-7.2667,49.5,moderate rain,95,100,3.89,IE,2022-11-14 05:32:11
635,Swellendam,-34.0226,20.4417,66.22,scattered clouds,49,36,5.01,ZA,2022-11-14 05:32:12
636,Atbasar,51.8,68.3333,35.38,overcast clouds,99,100,20.0,KZ,2022-11-14 05:32:12
637,Vuktyl,63.8567,57.3094,13.23,light snow,95,100,5.95,RU,2022-11-14 05:32:13
638,Nouakchott,18.0858,-15.9785,67.93,clear sky,33,7,11.01,MR,2022-11-14 05:31:43
639,Xining,36.6167,101.7667,40.64,scattered clouds,44,44,3.89,CN,2022-11-14 05:32:14
640,Alugan,12.2188,125.4808,83.17,light rain,82,31,9.82,PH,2022-11-14 05:32:15
641,Rawson,-43.3002,-65.1023,62.74,clear sky,52,5,9.06,AR,2022-11-14 05:32:54
642,Ibra,22.6906,58.5334,82.44,clear sky,31,0,1.5,OM,2022-11-14 05:33:16
643,Neuquen,-38.9516,-68.0591,58.89,clear sky,47,0,9.22,AR,2022-11-14 05:33:17
644,Mabai,23.0128,104.4508,63.79,overcast clouds,80,91,4.45,CN,2022-11-14 05:33:18
645,Nizhneangarsk,55.7833,109.55,29.21,light snow,86,98,12.86,RU,2022-11-14 05:33:18
646,Parati,-23.2178,-44.7131,73.0,broken clouds,87,81,2.77,BR,2022-11-14 05:33:19
647,Luganville,-15.5333,167.1667,81.19,few clouds,79,18,2.08,VU,2022-11-14 05:33:20
648,Cairns,-16.9167,145.7667,95.07,scattered clouds,66,40,9.22,AU,2022-11-14 05:32:51
649,Xapuri,-10.6517,-68.5044,78.66,overcast clouds,65,88,3.24,BR,2022-11-14 05:33:20
650,Aripuana,-9.1667,-60.6333,75.09,few clouds,73,14,1.19,BR,2022-11-14 05:33:21
651,Port Keats,-14.25,129.55,88.7,overcast clouds,64,100,9.26,AU,2022-11-14 05:33:21
652,Les Cayes,18.2,-73.75,75.25,scattered clouds,86,30,3.65,HT,2022-11-14 05:33:22
653,Vostok,46.4856,135.8833,24.82,overcast clouds,67,99,2.89,RU,2022-11-14 05:33:23
654,Sibu,2.3,111.8167,82.71,scattered clouds,83,40,3.44,MY,2022-11-14 05:30:04
655,Uzhur,55.3036,89.8339,35.98,overcast clouds,57,100,14.29,RU,2022-11-14 05:30:43
656,Kologriv,58.8275,44.3178,26.47,overcast clouds,67,97,13.96,RU,2022-11-14 05:33:24
657,Banepa,27.6298,85.5214,62.92,few clouds,63,20,2.3,NP,2022-11-14 05:29:26
658,Cleburne,32.3476,-97.3867,46.13,clear sky,65,0,9.22,US,2022-11-14 05:33:25
659,Bambanglipuro,-7.95,110.2833,83.57,overcast clouds,76,99,8.93,ID,2022-11-14 05:33:25
660,Saint-Denis,48.9167,2.3333,44.76,mist,98,100,4.61,FR,2022-11-14 05:33:26
661,Palmer,42.1584,-72.3287,38.5,few clouds,64,20,10.36,US,2022-11-14 05:33:27
662,Arman,59.7,150.1667,3.02,overcast clouds,91,92,7.78,RU,2022-11-14 05:33:27
663,Saint-Paul,-21.0096,55.2707,79.36,light rain,79,31,5.46,RE,2022-11-14 05:33:27
664,Ambulu,-8.345,113.6058,84.0,overcast clouds,78,100,5.68,ID,2022-11-14 05:33:28
665,Krasnoselkup,65.7,82.4667,-10.03,few clouds,82,21,9.6,RU,2022-11-14 05:33:29
666,Wajir,1.7471,40.0573,81.27,scattered clouds,63,31,10.45,KE,2022-11-14 05:33:29
667,Bac Lieu,9.285,105.7244,84.47,light rain,73,80,17.63,VN,2022-11-14 05:33:30
668,Bongandanga,1.5,21.05,73.24,broken clouds,79,58,2.3,CD,2022-11-14 05:33:30
669,Neiafu,-18.65,-173.9833,79.48,scattered clouds,89,40,11.5,TO,2022-11-14 05:33:31
670,Fengzhen,40.4394,113.1536,40.46,clear sky,32,0,17.78,CN,2022-11-14 05:33:32
671,Kanelovskaya,46.5908,39.19,44.37,scattered clouds,74,32,8.3,RU,2022-11-14 05:33:33
672,Urucui,-7.2294,-44.5561,78.37,broken clouds,70,58,1.99,BR,2022-11-14 05:33:33
673,Broken Hill,-31.95,141.4333,64.18,overcast clouds,49,98,22.5,AU,2022-11-14 05:31:26
674,Cam Ranh,11.9214,109.1591,85.96,few clouds,74,20,14.97,VN,2022-11-14 05:33:34
675,Boa Vista,2.8197,-60.6733,78.78,clear sky,83,0,4.61,BR,2022-11-14 05:33:34
676,Vao,-22.6667,167.4833,74.14,few clouds,80,20,15.08,NC,2022-11-14 05:33:36
677,Carbonia,39.1672,8.5222,48.85,overcast clouds,81,96,2.04,IT,2022-11-14 05:33:25
678,The Valley,18.217,-63.0578,81.1,few clouds,78,13,19.04,AI,2022-11-14 05:33:37
679,Shieli,44.1667,66.75,46.13,overcast clouds,81,100,26.91,KZ,2022-11-14 05:33:37
680,Djambala,-2.5447,14.7533,66.27,heavy intensity rain,99,100,0.04,CG,2022-11-14 05:33:38
681,Kiama,-34.6833,150.8667,78.39,clear sky,47,10,20.0,AU,2022-11-14 05:33:38
682,Aqtobe,50.2797,57.2072,37.49,overcast clouds,87,100,20.13,KZ,2022-11-14 05:33:39
683,Buraydah,26.326,43.975,66.65,clear sky,27,4,7.49,SA,2022-11-14 05:33:39
684,Damietta,31.4165,31.8133,71.49,clear sky,55,0,13.56,EG,2022-11-14 05:33:39
685,Dzilam Gonzalez,21.2833,-88.9333,71.08,clear sky,92,0,4.23,MX,2022-11-14 05:34:40
686,Wloszczowa,50.8526,19.9659,42.19,scattered clouds,95,36,6.24,PL,2022-11-14 05:34:40
687,Vytegra,61.0064,36.4481,33.51,few clouds,71,19,9.66,RU,2022-11-14 05:34:41
688,Killybegs,54.6333,-8.45,49.64,moderate rain,88,100,7.09,IE,2022-11-14 05:34:41
689,Tombouctou,20.0,-3.0,71.13,broken clouds,20,53,8.48,ML,2022-11-14 05:34:42
690,Siruguppa,15.6333,76.9,83.19,scattered clouds,56,34,9.95,IN,2022-11-14 05:34:42
691,Kjollefjord,70.9457,27.3465,35.65,clear sky,93,0,9.22,NO,2022-11-14 05:34:43
692,Jian,27.1172,114.9793,69.8,light rain,49,88,9.26,CN,2022-11-14 05:31:12
